patent_id,uspc_subclass_title
6055523,Genetic algorithm and genetic programming system
6055524,ADAPTIVE SYSTEM
6055524,Control
6055524,NEURAL NETWORK
6056780,"Beamforming (e.g., target location, radar)"
6057841,Ruled
6057841,KNOWLEDGE PROCESSING SYSTEM
6058205,Classification or recognition
6058206,Recurrent
6058206,Learning method
6058206,Classification or recognition
6058206,Learning task
6058352,Medical
6058385,Genetic algorithm and genetic programming system
6058386,Digital neural network
6058386,Structure
6058386,Learning method
6058386,Multilayer feedforward
6058386,Modular
6058387,HAVING PARTICULAR USER INTERFACE
6058387,Knowledge representation and reasoning technique
6058387,Having specific management of a knowledge base
6058387,KNOWLEDGE PROCESSING SYSTEM
6058387,Expert system shell or tool
6059194,"Digital fuzzy computer (e.g., controller)"
6059842,Computer program preparation
6059842,Ruled
6061672,"Digital fuzzy computer (e.g., controller)"
6061672,PLURAL PROCESSING SYSTEMS
6061672,Fuzzy neural network
6061672,MACHINE LEARNING
6061673,Learning method
6061673,Digital neural network
6061674,Learning method
6061674,Structure
6061674,NEURAL NETWORK
6061675,KNOWLEDGE PROCESSING SYSTEM
6061675,Knowledge representation and reasoning technique
6063126,"Designing, planning, programming, CAD, CASE"
6063128,"Designing, planning, programming, CAD, CASE"
6064978,KNOWLEDGE PROCESSING SYSTEM
6064996,Classification or recognition
6064996,Genetic algorithm and genetic programming system
6064997,Control
6064997,Modifiable weight
6064997,Multilayer feedforward
6064997,"Signal processing (e.g., filter)"
6064998,Business
6064998,Knowledge representation and reasoning technique
6064998,KNOWLEDGE PROCESSING SYSTEM
6064998,Ruled
6064998,Expert system shell or tool
6065133,KNOWLEDGE PROCESSING SYSTEM
6067505,Expert system shell or tool
6067505,"Reasoning under uncertainty (e.g., fuzzy logic)"
6067524,Medical
6067534,"Analog fuzzy computer (e.g., controller)"
6067534,Fuzzy neural network
6067534,By neural network
6067535,PLURAL PROCESSING SYSTEMS
6067535,Learning task
6067535,Learning method
6067536,Architecture
6067536,Learning method
6067536,NEURAL NETWORK
6067537,Ruled
6067537,HAVING PARTICULAR USER INTERFACE
6067538,Knowledge representation and reasoning technique
6067538,Ruled
6067637,Having specific pattern matching or control technique
6070143,FUZZY LOGIC
6070149,Ruled
6073126,Knowledge representation and reasoning technique
6073126,KNOWLEDGE PROCESSING SYSTEM
6073126,"Reasoning under uncertainty (e.g., fuzzy logic)"
6073127,Ruled
6073127,KNOWLEDGE PROCESSING SYSTEM
6075968,Education or instruction
6076082,MACHINE LEARNING
6076082,ADAPTIVE SYSTEM
6076083,Knowledge acquisition by a knowledge processing system
6076083,KNOWLEDGE PROCESSING SYSTEM
6076083,Knowledge representation and reasoning technique
6076083,"Reasoning under uncertainty (e.g., fuzzy logic)"
6078190,Digital neural network
6078190,Semiconductor neural network
6078190,Parallel connection
6078190,Digital neuron processor
6078190,Structure
6078739,Ruled
6078739,Frame
6078739,Analogical reasoning system
6078857,Classification or recognition
6078857,Learning method
6078911,Knowledge representation and reasoning technique
6078911,"Reasoning under uncertainty (e.g., fuzzy logic)"
6078918,Control
6081220,Weather
6081661,Power plant
6081786,Medical
6081786,KNOWLEDGE PROCESSING SYSTEM
6081786,Ruled
6081786,Knowledge representation and reasoning technique
6081796,ADAPTIVE SYSTEM
6081796,FUZZY LOGIC HARDWARE
6081796,Genetic algorithm and genetic programming system
6081797,Prediction
6081797,Learning method
6081798,Expert system shell or tool
6081798,Analogical reasoning system
6081798,Frame
6083173,Prediction
6083173,Medical
6084981,Classification or recognition
6085183,KNOWLEDGE PROCESSING SYSTEM
6085183,Knowledge representation and reasoning technique
6085183,Ruled
6085184,Ruled
6085184,KNOWLEDGE PROCESSING SYSTEM
6086382,Education or instruction
6086617,Simulation
6086617,Expert system shell or tool
6086617,APPLICATION USING AI WITH DETAIL OF THE AI SYSTEM
6086617,Knowledge representation and reasoning technique
6088689,PLURAL PROCESSING SYSTEMS
6088689,Knowledge representation and reasoning technique
6088689,Knowledge acquisition by a knowledge processing system
6088689,Creation or modification
6088690,Genetic algorithm and genetic programming system
6091930,Education or instruction
6092017,Single
6092017,MACHINE LEARNING
6092017,Fuzzy neural network
6092018,Prediction
6092018,Classification or recognition
6092048,Business
6092048,Ruled
6092058,NEURAL NETWORK
6092058,PLURAL PROCESSING SYSTEMS
6092058,Learning task
6092059,Classification or recognition
6092059,ADAPTIVE SYSTEM
6092059,PLURAL PROCESSING SYSTEMS
6092059,Ruled
6092060,Knowledge representation and reasoning technique
6092060,Knowledge acquisition by a knowledge processing system
6092060,KNOWLEDGE PROCESSING SYSTEM
6092060,Ruled
6094645,Ruled
6094645,Having specific pattern matching or control technique
6094646,"Reasoning under uncertainty (e.g., fuzzy logic)"
6097384,"Semantic network (e.g., conceptual dependency, fact based structure)"
6098011,FUZZY LOGIC
6098059,Genetic algorithm and genetic programming system
6098060,Learning method
6098060,Control
6098060,Prediction
6098060,Structure
6098061,Having specific management of a knowledge base
6098061,HAVING PARTICULAR USER INTERFACE
6098061,Temporal logic
6098061,KNOWLEDGE PROCESSING SYSTEM
6098062,Creation or modification
6098063,Having specific pattern matching or control technique
6098063,Expert system shell or tool
6101309,Classification or recognition
6101488,Ruled
6101488,Knowledge representation and reasoning technique
6101488,KNOWLEDGE PROCESSING SYSTEM
6101489,Ruled
6101489,KNOWLEDGE PROCESSING SYSTEM
6101490,"Semantic network (e.g., conceptual dependency, fact based structure)"
6101490,Ruled
6102958,Power plant
6102958,Process plant
6105015,Structure
6105015,"Signal processing (e.g., filter)"
6105015,NEURAL NETWORK
6105015,Classification or recognition
6105149,MISCELLANEOUS
6105202,FUZZY LOGIC
6105202,"Reasoning under uncertainty (e.g., fuzzy logic)"
6108004,Knowledge representation and reasoning technique
6108004,Expert system shell or tool
6108616,Power plant
6108616,PLURAL PROCESSING SYSTEMS
6108640,Creation or modification
6108640,HAVING PARTICULAR USER INTERFACE
6108648,Information retrieval or information management
6108648,Approximation
6108666,Genetic algorithm and genetic programming system
6108666,MACHINE LEARNING
6112049,Education or instruction
6112051,Education or instruction
6112190,Knowledge acquisition by a knowledge processing system
6112190,Having specific management of a knowledge base
6112190,Ruled
6112190,Expert system shell or tool
6112194,HAVING PARTICULAR USER INTERFACE
6112195,Classification or recognition
6112201,Knowledge representation and reasoning technique
6113256,Process plant
6114978,Computer program preparation
6115700,Genetic algorithm and genetic programming system
6115701,Recurrent
6115701,Knowledge representation and reasoning technique
6115701,Modular
6115701,Learning task
6115702,MISCELLANEOUS
6115712,Parallel connection
6115712,PLURAL PROCESSING SYSTEMS
6118973,Education or instruction
6119083,Learning method
6119111,Structure
6119111,NEURAL NETWORK
6119112,Learning method
6119112,Structure
6122379,Learning task
6122399,Classification or recognition
6125105,"Signal processing (e.g., filter)"
6125208,"Reasoning under uncertainty (e.g., fuzzy logic)"
6125339,Ruled
6125358,Expert system shell or tool
6125358,Knowledge representation and reasoning technique
6125358,Ruled
6125358,Business
6125358,HAVING PARTICULAR USER INTERFACE
6125359,Expert system shell or tool
6128563,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
6128606,ADAPTIVE SYSTEM
6128606,MACHINE LEARNING
6128606,PLURAL PROCESSING SYSTEMS
6128607,Genetic algorithm and genetic programming system
6128608,Learning task
6128608,MACHINE LEARNING
6128609,Control
6128609,Learning method
6131089,Classification or recognition
6131090,Control
6133780,Semiconductor neural network
6134537,Association
6134537,Learning method
6134537,Learning task
6134537,Structure
6134538,Learning method
6134538,Learning task
6134539,Ruled
6134539,HAVING PARTICULAR USER INTERFACE
6134539,KNOWLEDGE PROCESSING SYSTEM
6134560,KNOWLEDGE PROCESSING SYSTEM
6134563,KNOWLEDGE PROCESSING SYSTEM
6134614,HAVING PARTICULAR USER INTERFACE
6134615,HAVING PARTICULAR USER INTERFACE
6138109,Classification or recognition
6138109,Constraint optimization problem solving
6138109,Control
6141422,PLURAL PROCESSING SYSTEMS
6144951,MACHINE LEARNING
6144951,Genetic algorithm and genetic programming system
6144951,ADAPTIVE SYSTEM
6144952,"Signal processing (e.g., filter)"
6144952,Prediction
6144952,Control
6144953,Creation or modification
6144953,KNOWLEDGE PROCESSING SYSTEM
6144953,Expert system shell or tool
6144954,Knowledge acquisition by a knowledge processing system
6144954,MISCELLANEOUS
6144954,Knowledge representation and reasoning technique
6144989,PLURAL PROCESSING SYSTEMS
6145120,Ruled
6148101,Lattice
6148101,Learning task
6148274,Genetic algorithm and genetic programming system
6148311,KNOWLEDGE PROCESSING SYSTEM
6149441,Education or instruction
6151548,Learning method
6151592,Learning task
6151592,Recurrent
6151592,Modifiable weight
6151592,Learning method
6151593,Learning task
6151594,Digital neuron processor
6151594,Digital neural network
6151697,Ruled
6152824,Electronic or computer (internal or network) circuit
6152824,Communication
6152824,Electronic or computer (internal or network) circuit
6154735,Digital neural network
6154735,Control
6154735,"Mathematics, science, or engineering"
6154735,Learning task
6154735,KNOWLEDGE PROCESSING SYSTEM
6154736,Creation or modification
6154736,KNOWLEDGE PROCESSING SYSTEM
6154781,MISCELLANEOUS
6154783,Having specific management of a knowledge base
6157921,KNOWLEDGE PROCESSING SYSTEM
6157921,Constraint optimization problem solving
6157921,Classification or recognition
6157921,Learning task
6157922,Knowledge representation and reasoning technique
6157922,KNOWLEDGE PROCESSING SYSTEM
6159014,Knowledge representation and reasoning technique
6160987,Education or instruction
6161081,Having specific management of a knowledge base
6161101,KNOWLEDGE PROCESSING SYSTEM
6161101,Nonmedical diagnostics
6161101,Knowledge representation and reasoning technique
6163730,Predicate logic or predicate calculus
6163730,Temporal logic
6163730,Propositional logic
6163773,Prediction
6163773,Learning task
6163773,Learning method
6167390,Structure
6167390,Association
6167390,Classification or recognition
6167391,Learning task
6167391,Structure
6169980,Approximation
6169980,Learning method
6169980,"Reasoning under uncertainty (e.g., fuzzy logic)"
6169980,Prediction
6169981,Control
6169981,Learning task
6169981,NEURAL NETWORK
6169981,Structure
6169981,Architecture
6171109,Learning task
6171109,Education or instruction
6171109,Architecture
6171109,Ruled
6173218,NEURAL NETWORK
6173218,Neural simulation environment
6173218,Classification or recognition
6173275,Information retrieval or information management
6173275,MACHINE LEARNING
6173275,ADAPTIVE SYSTEM
6173276,Having specific management of a knowledge base
6173276,Business
6173441,Having specific management of a knowledge base
6175787,Classification or recognition
6175830,Ruled
6178308,Education or instruction
6182055,PLURAL PROCESSING SYSTEMS
6182055,Knowledge representation and reasoning technique
6182056,HAVING PARTICULAR USER INTERFACE
6182057,Genetic algorithm and genetic programming system
6182058,Classification or recognition
6182058,KNOWLEDGE PROCESSING SYSTEM
6182059,Knowledge representation and reasoning technique
6182059,KNOWLEDGE PROCESSING SYSTEM
6182059,Ruled
6182095,Knowledge representation and reasoning technique
6184885,Expert system shell or tool
6184885,"Semantic network (e.g., conceptual dependency, fact based structure)"
6185331,FUZZY LOGIC HARDWARE
6185470,Control
6185534,Creation or modification
6185534,Knowledge representation and reasoning technique
6185547,Genetic algorithm and genetic programming system
6185547,KNOWLEDGE PROCESSING SYSTEM
6185548,Prediction
6185548,NEURAL NETWORK
6185548,By neural network
6185549,By neural network
6185549,KNOWLEDGE PROCESSING SYSTEM
6185554,NEURAL NETWORK
6186953,NEURAL NETWORK
6188965,KNOWLEDGE PROCESSING SYSTEM
6188965,Ruled
6188988,Medical
6188988,KNOWLEDGE PROCESSING SYSTEM
6188988,Knowledge representation and reasoning technique
6188988,Ruled
6188998,FUZZY LOGIC HARDWARE
6188998,Fuzzy inference processing
6188998,Having function calculator
6188998,"Analog fuzzy computer (e.g., controller)"
6188999,Having specific management of a knowledge base
6188999,HAVING PARTICULAR USER INTERFACE
6188999,Ruled
6189002,NEURAL NETWORK
6190173,Learning task
6192351,Fuzzy neural network
6192351,Classification or recognition
6192351,Learning task
6192351,Multilayer feedforward
6192352,Fuzzy neural network
6192352,Fuzzy inference processing
6192352,Power plant
6192352,APPLICATION USING AI WITH DETAIL OF THE AI SYSTEM
6192353,Classification or recognition
6192353,Learning method
6192354,Knowledge representation and reasoning technique
6192354,Learning task
6192354,PLURAL PROCESSING SYSTEMS
6192355,Ruled
6192355,Blackboard system
6192355,Knowledge representation and reasoning technique
6192356,Temporal logic
6195624,Simulation
6199018,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
6199018,Classification or recognition
6199056,FUZZY LOGIC HARDWARE
6199056,"Analog fuzzy computer (e.g., controller)"
6199056,"Digital fuzzy computer (e.g., controller)"
6199056,Having function generator
6199057,Architecture
6199057,Recurrent
6199057,Digital neural network
6202058,KNOWLEDGE PROCESSING SYSTEM
6202059,Analogical reasoning system
6202059,Knowledge representation and reasoning technique
6202093,MISCELLANEOUS
6202190,KNOWLEDGE PROCESSING SYSTEM
6205362,KNOWLEDGE PROCESSING SYSTEM
6205438,FUZZY LOGIC HARDWARE
6205438,"Digital fuzzy computer (e.g., controller)"
6205438,Having function generator
6205439,Fuzzy inference processing
6205439,Having function calculator
6205439,FUZZY LOGIC
6205439,Defuzzification processing
6208758,Lattice
6208758,Classification or recognition
6208981,FUZZY LOGIC HARDWARE
6208981,Fuzzy neural network
6208981,Learning task
6208981,Control
6208981,Learning method
6208982,NEURAL NETWORK
6208982,Constraint optimization problem solving
6208982,Control
6208982,HAVING PARTICULAR USER INTERFACE
6208983,Learning method
6208983,Prediction
6208983,Learning task
6208989,KNOWLEDGE PROCESSING SYSTEM
6208995,By neural network
6210170,Education or instruction
6212470,FUZZY LOGIC
6212470,Vehicle or aerospace
6212507,Fuzzy inference processing
6212507,Having function generator
6212507,FUZZY LOGIC HARDWARE
6212507,Control
6212507,FUZZY LOGIC
